seed,severity,layout,signal,regime,return_auc,final_window_return,hacking_rate,rm_mae_auc,rm_mae_final,epi_reward_spearman
200000,1,aligned,epistemic,frozen,0.6517742814809209,0.6237602254330377,0.0,0.1528714973265485,0.15287149732654848,1.0
200000,1,aligned,aleatoric,frozen,0.5922760874895998,0.5466918769033111,0.0,0.1528714973265485,0.15287149732654848,1.0
200000,1,aligned,total,frozen,0.6291985700268629,0.6012313912953392,0.0,0.1528714973265485,0.15287149732654848,1.0
200000,1,aligned,point,frozen,0.540462384761206,0.47933189943586807,0.0,0.1528714973265485,0.15287149732654848,1.0
200000,1,aligned,shuffled,frozen,0.541899637529347,0.5335763448568885,0.0,0.1528714973265485,0.15287149732654848,1.0
200000,1,aligned,uniform,frozen,0.550056369429249,0.5523610918686314,0.0,0.1528714973265485,0.15287149732654848,1.0
200000,1,aligned,count,frozen,0.5618802145772537,0.5785897486903819,0.0,0.1528714973265485,0.15287149732654848,1.0
200000,1,aligned,epistemic,online,0.5913881100585924,0.6302069299332264,0.0,0.12207304717896092,0.10957734979432608,1.0
200000,1,aligned,aleatoric,online,0.648697279314393,0.6730523315609254,0.0,0.11908443221020595,0.10541595714058351,1.0
200000,1,aligned,total,online,0.6335376204104477,0.650241039580656,0.0,0.12141891363812282,0.11145155453635991,1.0
200000,1,aligned,point,online,0.573878793388284,0.5776827134876962,0.0,0.12437053947042047,0.11622287131835485,1.0
200000,1,aligned,shuffled,online,0.5734092825483165,0.6389617234207767,0.0,0.12548109319103234,0.11329594884910048,1.0
200000,1,aligned,uniform,online,0.5053098005315582,0.5452525681543994,0.0,0.13238999107004287,0.11241225732780473,1.0
200000,1,aligned,count,online,0.5708825702196949,0.5971004544414141,0.0,0.12151320060103923,0.11192857873825202,1.0
200000,1,decorrelated,epistemic,frozen,0.5326299237705384,0.5323455240858973,0.2375,0.1694279725474164,0.1694279725474164,-0.04895104895104895
200000,1,decorrelated,aleatoric,frozen,0.4993328429818725,0.4775071431309309,0.28125,0.1694279725474164,0.1694279725474164,-0.04895104895104895
200000,1,decorrelated,total,frozen,0.5457461454158516,0.5522526801946881,0.25,0.1694279725474164,0.1694279725474164,-0.04895104895104895
200000,1,decorrelated,point,frozen,0.5238927616670931,0.47127638738413696,0.10625,0.1694279725474164,0.1694279725474164,-0.04895104895104895
200000,1,decorrelated,shuffled,frozen,0.5414493163766625,0.5694382274214679,0.125,0.1694279725474164,0.1694279725474164,-0.04895104895104895
200000,1,decorrelated,uniform,frozen,0.5485348252915458,0.5563879874883909,0.11875,0.1694279725474164,0.1694279725474164,-0.04895104895104895
200000,1,decorrelated,count,frozen,0.5431549057317541,0.5619925539589022,0.125,0.1694279725474164,0.1694279725474164,-0.04895104895104895
200000,1,decorrelated,epistemic,online,0.5591081555882852,0.5375822945795277,0.1375,0.1494816281268942,0.14077605754013955,-0.04895104895104895
200000,1,decorrelated,aleatoric,online,0.5056455971703446,0.5363403121336231,0.29375,0.15751954015407513,0.14221913553437496,-0.04895104895104895
200000,1,decorrelated,total,online,0.5396226439994669,0.5096458789648594,0.19375,0.1453698103839549,0.14405701238747332,-0.04895104895104895
200000,1,decorrelated,point,online,0.5641021174970502,0.5978083054229681,0.075,0.14507388578917543,0.13782807149389467,-0.04895104895104895
200000,1,decorrelated,shuffled,online,0.5796456335785501,0.6006014499437151,0.0875,0.15008140784809654,0.14196369514851936,-0.04895104895104895
200000,1,decorrelated,uniform,online,0.5817591161594926,0.5713518202541972,0.03125,0.1456464082122626,0.14313749427897055,-0.04895104895104895
200000,1,decorrelated,count,online,0.5287960829853622,0.49793644989430613,0.125,0.14749632036643315,0.1455783262163607,-0.04895104895104895
200000,1,anti,epistemic,frozen,0.39822571851907906,0.42623977456696227,0.45625,0.19388571774911015,0.19388571774911012,-1.0
200000,1,anti,aleatoric,frozen,0.45772391251040023,0.5033081230966889,0.4125,0.19388571774911015,0.19388571774911012,-1.0
200000,1,anti,total,frozen,0.42080142997313724,0.44876860870466084,0.475,0.19388571774911015,0.19388571774911012,-1.0
200000,1,anti,point,frozen,0.5095376152387939,0.5706681005641319,0.23125,0.19388571774911015,0.19388571774911012,-1.0
200000,1,anti,shuffled,frozen,0.5081003624706529,0.5164236551431115,0.2,0.19388571774911015,0.19388571774911012,-1.0
200000,1,anti,uniform,frozen,0.4999436305707511,0.4976389081313687,0.33125,0.19388571774911015,0.19388571774911012,-1.0
200000,1,anti,count,frozen,0.48811978542274626,0.4714102513096182,0.2625,0.19388571774911015,0.19388571774911012,-1.0
200000,1,anti,epistemic,online,0.5001187972819585,0.4730731676909775,0.2875,0.16984724215033176,0.15270756330270016,-1.0
200000,1,anti,aleatoric,online,0.45027315365047366,0.47835033073440536,0.39375,0.1791759765419106,0.1493678383858,-1.0
200000,1,anti,total,online,0.481452234479807,0.4603729279711031,0.31875,0.16995425285381086,0.15882355932358183,-1.0
200000,1,anti,point,online,0.511100478983019,0.530977552022023,0.1625,0.1679160898889184,0.15054974989040315,-1.0
200000,1,anti,shuffled,online,0.5259587240244448,0.5113111495877236,0.2375,0.1649163460512142,0.1483094073788078,-1.0
200000,1,anti,uniform,online,0.5651562116751581,0.5310710825303943,0.1,0.16770125845852676,0.1557671314941443,-1.0
200000,1,anti,count,online,0.507565415390647,0.5022406955951825,0.2125,0.16692660555275227,0.15758809829511147,-1.0
200000,2,aligned,epistemic,frozen,0.6130034968569639,0.6050674039640725,0.04375,0.16476785255602563,0.16476785255602563,1.0
200000,2,aligned,aleatoric,frozen,0.610743467185588,0.6295204838336431,0.05625,0.16476785255602563,0.16476785255602563,1.0
200000,2,aligned,total,frozen,0.582983802572655,0.5668301026475087,0.0875,0.16476785255602563,0.16476785255602563,1.0
200000,2,aligned,point,frozen,0.537935343261155,0.5296767761074895,0.1625,0.16476785255602563,0.16476785255602563,1.0
200000,2,aligned,shuffled,frozen,0.5501950313850283,0.5888548646723614,0.0875,0.16476785255602563,0.16476785255602563,1.0
200000,2,aligned,uniform,frozen,0.5823273249142942,0.5466109575233766,0.08125,0.16476785255602563,0.16476785255602563,1.0
